timestamp,source_ip,destination_ip,source_port,destination_port,protocol,event_type,username,login_status,http_method,url_or_path,response_status_code,bytes_transferred,true_label
2025-01-01T09:18:37,192.168.1.126,10.0.0.5,23052,443,TCP,login,dave,failed,GET,/cart,200,3512,normal
2025-01-01T09:19:05,192.168.1.181,10.0.0.5,37448,443,TCP,login,erin,success,GET,/home,200,4432,normal
2025-01-01T09:19:42,192.168.1.33,10.0.0.5,20952,443,TCP,login,dave,success,GET,/cart,200,3497,normal
2025-01-01T09:20:05,192.168.1.105,10.0.0.5,21091,443,TCP,login,bob,success,GET,/cart,200,4964,normal
2025-01-01T09:20:32,192.168.1.142,10.0.0.5,20938,443,TCP,login,dave,success,GET,/about,200,1921,normal
2025-01-01T09:20:50,192.168.1.160,10.0.0.5,63945,443,TCP,login,erin,failed,GET,/cart,200,1012,normal
2025-01-01T09:21:35,192.168.1.4,10.0.0.5,37920,443,TCP,login,alice,success,GET,/home,200,800,normal
2025-01-01T09:22:00,192.168.1.214,10.0.0.5,19303,443,TCP,login,bob,success,GET,/contact,200,2197,normal
2025-01-01T09:22:16,192.168.1.180,10.0.0.5,9365,443,TCP,login,dave,success,GET,/products,200,3644,normal
2025-01-01T09:22:34,192.168.1.181,10.0.0.5,21118,443,TCP,login,carol,success,GET,/about,200,2088,normal
2025-01-01T09:22:36,192.168.1.31,10.0.0.5,18142,443,TCP,login,alice,success,GET,/products,200,4956,normal
2025-01-01T09:23:13,192.168.1.41,10.0.0.5,51060,443,TCP,login,carol,success,GET,/about,200,1037,normal
2025-01-01T09:23:45,192.168.1.87,10.0.0.5,7879,443,TCP,login,dave,success,GET,/products,200,2901,normal
2025-01-01T09:24:38,192.168.1.79,10.0.0.5,36029,443,TCP,login,bob,failed,GET,/products,200,2447,normal
2025-01-01T09:24:51,192.168.1.19,10.0.0.5,61367,443,TCP,login,dave,success,GET,/about,200,2771,normal
2025-01-01T09:25:11,192.168.1.143,10.0.0.5,28909,443,TCP,login,dave,success,GET,/cart,200,4708,normal
2025-01-01T09:25:52,192.168.1.254,10.0.0.5,61744,443,TCP,login,alice,success,GET,/contact,200,2536,normal
2025-01-01T09:25:56,192.168.1.162,10.0.0.5,50792,443,TCP,login,carol,success,GET,/contact,200,4632,normal
2025-01-01T09:25:58,192.168.1.234,10.0.0.5,57395,443,TCP,login,dave,success,GET,/login,200,3712,normal
2025-01-01T09:26:03,192.168.1.121,10.0.0.5,64664,443,TCP,login,erin,success,GET,/login,200,294,normal
2025-01-01T09:26:08,192.168.1.221,10.0.0.5,3884,443,TCP,login,bob,success,GET,/about,200,4074,normal
2025-01-01T09:26:35,192.168.1.244,10.0.0.5,57170,443,TCP,login,erin,success,GET,/login,200,3316,normal
2025-01-01T09:27:04,192.168.1.21,10.0.0.5,55456,443,TCP,login,bob,success,GET,/cart,200,2189,normal
2025-01-01T09:27:14,192.168.1.114,10.0.0.5,30612,443,TCP,login,carol,success,GET,/home,200,2230,normal
2025-01-01T09:27:21,192.168.1.20,10.0.0.5,46011,443,TCP,login,dave,success,GET,/home,200,1442,normal
2025-01-01T09:27:44,192.168.1.125,10.0.0.5,27306,443,TCP,login,dave,success,GET,/home,200,1548,normal
2025-01-01T09:27:49,192.168.1.140,10.0.0.5,5104,443,TCP,login,carol,success,GET,/products,200,3641,normal
2025-01-01T09:27:59,192.168.1.21,10.0.0.5,64541,443,TCP,login,bob,success,GET,/about,200,2973,normal
2025-01-01T09:28:06,192.168.1.75,10.0.0.5,27268,443,TCP,login,dave,success,GET,/login,200,500,normal
2025-01-01T09:28:08,192.168.1.47,10.0.0.5,22794,443,TCP,login,alice,success,GET,/contact,200,2232,normal
2025-01-01T09:28:17,192.168.1.51,10.0.0.5,26188,443,TCP,login,erin,success,GET,/contact,200,3473,normal
2025-01-01T09:28:52,192.168.1.171,10.0.0.5,11168,443,TCP,login,erin,success,GET,/products,200,2630,normal
2025-01-01T09:29:01,192.168.1.141,10.0.0.5,10788,443,TCP,login,alice,success,GET,/about,200,1365,normal
2025-01-01T09:29:07,192.168.1.116,10.0.0.5,49760,443,TCP,login,erin,success,GET,/contact,200,3886,normal
2025-01-01T09:29:20,192.168.1.157,10.0.0.5,31497,443,TCP,login,erin,success,GET,/contact,200,3822,normal
2025-01-01T09:29:29,192.168.1.156,10.0.0.5,7009,443,TCP,login,carol,success,GET,/products,200,4912,normal
2025-01-01T09:29:35,192.168.1.164,10.0.0.5,31153,443,TCP,login,carol,success,GET,/cart,200,1453,normal
2025-01-01T09:29:43,192.168.1.189,10.0.0.5,43652,443,TCP,login,bob,success,GET,/about,200,4608,normal
2025-01-01T09:29:47,192.168.1.253,10.0.0.5,26268,443,TCP,login,erin,success,GET,/login,200,1757,normal
2025-01-01T09:30:00,198.51.100.250,10.0.0.5,2423,21,TCP,connection,,,,,0,6,port_scan
2025-01-01T09:30:02,198.51.100.250,10.0.0.5,52587,22,TCP,connection,,,,,0,42,port_scan
2025-01-01T09:30:04,198.51.100.250,10.0.0.5,16986,23,TCP,connection,,,,,0,16,port_scan
2025-01-01T09:30:06,198.51.100.250,10.0.0.5,52599,25,TCP,connection,,,,,0,72,port_scan
2025-01-01T09:30:08,198.51.100.250,10.0.0.5,14472,53,TCP,connection,,,,,0,8,port_scan
2025-01-01T09:30:10,198.51.100.250,10.0.0.5,55406,80,TCP,connection,,,,,0,97,port_scan
2025-01-01T09:30:12,198.51.100.250,10.0.0.5,37344,110,TCP,connection,,,,,0,26,port_scan
2025-01-01T09:30:14,198.51.100.250,10.0.0.5,39453,143,TCP,connection,,,,,0,27,port_scan
2025-01-01T09:30:16,198.51.100.250,10.0.0.5,54308,443,TCP,connection,,,,,0,29,port_scan
2025-01-01T09:30:17,192.168.1.179,10.0.0.5,2921,443,TCP,login,bob,success,GET,/home,200,2857,normal
2025-01-01T09:30:18,198.51.100.250,10.0.0.5,22556,445,TCP,connection,,,,,0,99,port_scan
2025-01-01T09:30:20,198.51.100.250,10.0.0.5,10694,3306,TCP,connection,,,,,0,100,port_scan
2025-01-01T09:30:22,198.51.100.250,10.0.0.5,60041,3389,TCP,connection,,,,,0,76,port_scan
2025-01-01T09:30:24,198.51.100.250,10.0.0.5,1209,8080,TCP,connection,,,,,0,35,port_scan
2025-01-01T09:30:39,192.168.1.73,10.0.0.5,1449,443,TCP,login,erin,success,GET,/products,200,3662,normal
2025-01-01T09:31:02,192.168.1.88,10.0.0.5,25870,443,TCP,login,carol,success,GET,/about,200,3653,normal
2025-01-01T09:31:02,192.168.1.82,10.0.0.5,8621,443,TCP,login,alice,success,GET,/contact,200,4415,normal
2025-01-01T09:31:05,192.168.1.224,10.0.0.5,46735,443,TCP,login,carol,success,GET,/products,200,4884,normal
2025-01-01T09:31:34,192.168.1.225,10.0.0.5,30065,443,TCP,login,bob,success,GET,/login,200,1002,normal
2025-01-01T09:32:11,192.168.1.160,10.0.0.5,37816,443,TCP,login,alice,success,GET,/about,200,2013,normal
2025-01-01T09:32:16,192.168.1.202,10.0.0.5,27701,443,TCP,login,bob,success,GET,/products,200,972,normal
2025-01-01T09:32:33,192.168.1.243,10.0.0.5,50403,443,TCP,login,alice,success,GET,/contact,200,3632,normal
2025-01-01T09:33:37,192.168.1.26,10.0.0.5,36252,443,TCP,login,alice,success,GET,/products,200,3383,normal
2025-01-01T09:33:44,192.168.1.48,10.0.0.5,24277,443,TCP,login,carol,success,GET,/about,200,2988,normal
2025-01-01T09:33:48,192.168.1.34,10.0.0.5,39702,443,TCP,login,alice,success,GET,/about,200,1022,normal
2025-01-01T09:34:10,192.168.1.131,10.0.0.5,58074,443,TCP,login,bob,success,GET,/cart,200,2644,normal
2025-01-01T09:34:32,192.168.1.5,10.0.0.5,54916,443,TCP,login,carol,success,GET,/contact,200,1064,normal
2025-01-01T09:36:14,192.168.1.235,10.0.0.5,11807,443,TCP,login,erin,success,GET,/about,200,4147,normal
2025-01-01T09:36:15,192.168.1.146,10.0.0.5,12824,443,TCP,login,dave,success,GET,/products,200,1634,normal
2025-01-01T09:36:37,192.168.1.118,10.0.0.5,50111,443,TCP,login,alice,success,GET,/cart,200,2347,normal
2025-01-01T09:36:42,192.168.1.131,10.0.0.5,62186,443,TCP,login,bob,success,GET,/about,200,763,normal
2025-01-01T09:36:44,192.168.1.206,10.0.0.5,15477,443,TCP,login,erin,success,GET,/contact,200,1997,normal
2025-01-01T09:36:46,192.168.1.90,10.0.0.5,51019,443,TCP,login,dave,success,GET,/login,200,3290,normal
2025-01-01T09:37:14,192.168.1.215,10.0.0.5,37234,443,TCP,login,alice,success,GET,/products,200,3720,normal
2025-01-01T09:37:41,192.168.1.214,10.0.0.5,59052,443,TCP,login,carol,success,GET,/about,200,4929,normal
2025-01-01T09:38:03,192.168.1.236,10.0.0.5,30938,443,TCP,login,bob,success,GET,/products,200,4006,normal
2025-01-01T09:38:17,192.168.1.30,10.0.0.5,58899,443,TCP,login,alice,failed,GET,/cart,200,1421,normal
2025-01-01T09:38:18,192.168.1.185,10.0.0.5,36737,443,TCP,login,bob,success,GET,/contact,200,2005,normal
2025-01-01T09:38:30,192.168.1.121,10.0.0.5,51283,443,TCP,login,bob,success,GET,/about,200,1574,normal
2025-01-01T09:38:35,192.168.1.82,10.0.0.5,14410,443,TCP,login,erin,success,GET,/cart,200,2773,normal
2025-01-01T09:38:43,192.168.1.56,10.0.0.5,26952,443,TCP,login,carol,success,GET,/cart,200,3958,normal
2025-01-01T09:39:31,192.168.1.12,10.0.0.5,28498,443,TCP,login,erin,success,GET,/cart,200,4981,normal
2025-01-01T09:39:48,192.168.1.61,10.0.0.5,17668,443,TCP,login,bob,success,GET,/contact,200,2291,normal
2025-01-01T09:39:54,192.168.1.212,10.0.0.5,25368,443,TCP,login,dave,success,GET,/home,200,2115,normal
2025-01-01T09:39:57,192.168.1.164,10.0.0.5,64532,443,TCP,login,dave,success,GET,/home,200,4050,normal
2025-01-01T09:40:04,192.168.1.197,10.0.0.5,18686,443,TCP,login,alice,success,GET,/login,200,529,normal
2025-01-01T09:40:44,192.168.1.253,10.0.0.5,13745,443,TCP,login,carol,success,GET,/about,200,2063,normal
2025-01-01T09:41:21,192.168.1.248,10.0.0.5,8530,443,TCP,login,erin,success,GET,/products,200,2748,normal
2025-01-01T09:41:23,192.168.1.215,10.0.0.5,19780,443,TCP,login,dave,success,GET,/products,200,3086,normal
2025-01-01T09:41:35,192.168.1.138,10.0.0.5,11732,443,TCP,login,bob,success,GET,/contact,200,3308,normal
2025-01-01T09:41:45,192.168.1.4,10.0.0.5,37370,443,TCP,login,erin,success,GET,/about,200,1048,normal
2025-01-01T09:42:22,192.168.1.238,10.0.0.5,57686,443,TCP,login,bob,success,GET,/products,200,1650,normal
2025-01-01T09:42:32,192.168.1.168,10.0.0.5,22556,443,TCP,login,dave,failed,GET,/cart,200,4571,normal
2025-01-01T09:42:47,192.168.1.72,10.0.0.5,47786,443,TCP,login,bob,success,GET,/about,200,2120,normal
2025-01-01T09:42:50,192.168.1.204,10.0.0.5,40110,443,TCP,login,bob,success,GET,/home,200,3352,normal
2025-01-01T09:42:53,192.168.1.233,10.0.0.5,3607,443,TCP,login,alice,success,GET,/about,200,3811,normal
2025-01-01T09:43:18,192.168.1.214,10.0.0.5,1256,443,TCP,login,dave,success,GET,/about,200,1271,normal
2025-01-01T09:43:29,192.168.1.43,10.0.0.5,37178,443,TCP,login,carol,success,GET,/cart,200,3703,normal
2025-01-01T09:43:39,192.168.1.8,10.0.0.5,17073,443,TCP,login,alice,success,GET,/products,200,1343,normal
2025-01-01T09:44:12,192.168.1.164,10.0.0.5,60621,443,TCP,login,alice,success,GET,/cart,200,2675,normal
2025-01-01T09:44:19,192.168.1.31,10.0.0.5,63038,443,TCP,login,dave,success,GET,/home,200,2693,normal
2025-01-01T09:44:58,192.168.1.74,10.0.0.5,42504,443,TCP,login,alice,success,GET,/login,200,2945,normal
2025-01-01T09:45:00,203.0.113.221,10.0.0.5,10506,443,TCP,http_request,,,GET,/products?id=1' OR 1=1--,200,1306,sql_injection
2025-01-01T09:45:02,192.168.1.244,10.0.0.5,18394,443,TCP,login,dave,success,GET,/login,200,3666,normal
2025-01-01T09:45:03,203.0.113.221,10.0.0.5,17450,443,TCP,http_request,,,GET,"/search?q=UNION SELECT username,password FROM users",200,425,sql_injection
2025-01-01T09:45:06,203.0.113.221,10.0.0.5,44347,443,TCP,http_request,,,GET,/login?user=admin' OR SLEEP(5)--,200,469,sql_injection
2025-01-01T09:45:09,203.0.113.221,10.0.0.5,1997,443,TCP,http_request,,,GET,"/products?id=1 AND 1=1 UNION SELECT NULL,information_schema.tables--",500,1817,sql_injection
2025-01-01T09:45:17,192.168.1.186,10.0.0.5,34258,443,TCP,login,alice,success,GET,/about,200,3545,normal
2025-01-01T09:45:23,192.168.1.175,10.0.0.5,12429,443,TCP,login,dave,success,GET,/login,200,4862,normal
2025-01-01T09:45:31,192.168.1.232,10.0.0.5,60085,443,TCP,login,alice,success,GET,/about,200,4677,normal
2025-01-01T09:45:34,192.168.1.254,10.0.0.5,21818,443,TCP,login,erin,success,GET,/contact,200,4335,normal
2025-01-01T09:45:58,192.168.1.17,10.0.0.5,23260,443,TCP,login,alice,success,GET,/home,200,2236,normal
2025-01-01T09:46:05,192.168.1.105,10.0.0.5,59369,443,TCP,login,bob,success,GET,/login,200,2216,normal
2025-01-01T09:46:07,192.168.1.132,10.0.0.5,60083,443,TCP,login,bob,success,GET,/cart,200,1590,normal
2025-01-01T09:46:26,192.168.1.176,10.0.0.5,50233,443,TCP,login,alice,success,GET,/about,200,2986,normal
2025-01-01T09:46:55,192.168.1.131,10.0.0.5,60356,443,TCP,login,carol,success,GET,/home,200,956,normal
2025-01-01T09:47:03,192.168.1.122,10.0.0.5,16194,443,TCP,login,erin,success,GET,/about,200,2516,normal
2025-01-01T09:47:07,192.168.1.118,10.0.0.5,14079,443,TCP,login,carol,success,GET,/contact,200,4158,normal
2025-01-01T09:47:08,192.168.1.167,10.0.0.5,30395,443,TCP,login,dave,success,GET,/home,200,962,normal
2025-01-01T09:47:40,192.168.1.33,10.0.0.5,42313,443,TCP,login,dave,failed,GET,/login,200,2160,normal
2025-01-01T09:47:59,192.168.1.20,10.0.0.5,61573,443,TCP,login,dave,success,GET,/about,200,1820,normal
2025-01-01T09:48:08,192.168.1.100,10.0.0.5,52954,443,TCP,login,dave,success,GET,/cart,200,1446,normal
2025-01-01T09:48:27,192.168.1.81,10.0.0.5,37216,443,TCP,login,bob,success,GET,/contact,200,963,normal
2025-01-01T09:48:55,192.168.1.132,10.0.0.5,28253,443,TCP,login,carol,success,GET,/contact,200,4068,normal
2025-01-01T09:49:26,192.168.1.217,10.0.0.5,9388,443,TCP,login,bob,success,GET,/login,200,4575,normal
2025-01-01T09:50:16,192.168.1.175,10.0.0.5,36765,443,TCP,login,alice,success,GET,/home,200,3656,normal
2025-01-01T09:50:56,192.168.1.223,10.0.0.5,51662,443,TCP,login,bob,failed,GET,/contact,200,2984,normal
2025-01-01T09:50:58,192.168.1.113,10.0.0.5,50855,443,TCP,login,alice,success,GET,/cart,200,1023,normal
2025-01-01T09:50:59,192.168.1.111,10.0.0.5,27199,443,TCP,login,erin,success,GET,/about,200,1996,normal
2025-01-01T09:51:01,192.168.1.46,10.0.0.5,52568,443,TCP,login,dave,success,GET,/login,200,3197,normal
2025-01-01T09:51:13,192.168.1.147,10.0.0.5,25861,443,TCP,login,dave,success,GET,/about,200,435,normal
2025-01-01T09:51:52,192.168.1.54,10.0.0.5,9610,443,TCP,login,alice,success,GET,/about,200,3789,normal
2025-01-01T09:52:04,192.168.1.162,10.0.0.5,44305,443,TCP,login,bob,success,GET,/home,200,1486,normal
2025-01-01T09:52:05,192.168.1.122,10.0.0.5,30005,443,TCP,login,bob,success,GET,/about,200,1686,normal
2025-01-01T09:52:11,192.168.1.157,10.0.0.5,41552,443,TCP,login,dave,success,GET,/products,200,4480,normal
2025-01-01T09:52:47,192.168.1.91,10.0.0.5,27217,443,TCP,login,carol,success,GET,/cart,200,4592,normal
2025-01-01T09:52:52,192.168.1.121,10.0.0.5,48932,443,TCP,login,dave,success,GET,/login,200,2398,normal
2025-01-01T09:53:09,192.168.1.237,10.0.0.5,22267,443,TCP,login,erin,failed,GET,/contact,200,359,normal
2025-01-01T09:53:25,192.168.1.90,10.0.0.5,44377,443,TCP,login,alice,success,GET,/about,200,764,normal
2025-01-01T09:53:46,192.168.1.70,10.0.0.5,19560,443,TCP,login,erin,success,GET,/cart,200,2645,normal
2025-01-01T09:54:21,192.168.1.77,10.0.0.5,29249,443,TCP,login,alice,success,GET,/products,200,2200,normal
2025-01-01T09:55:03,192.168.1.193,10.0.0.5,53730,443,TCP,login,carol,success,GET,/home,200,4036,normal
2025-01-01T09:55:05,192.168.1.188,10.0.0.5,9204,443,TCP,login,alice,success,GET,/contact,200,845,normal
